classifier,classification_type,feature,max_ROI,gentl_result_param,accuracy,f1_score,precision,sensitivity,specificity
lda,cancer_invasion,energy,30,,73.85,68.29,74.14,68.25,49.0
lda,cancer_stage,energy,30,,21.09,15.19,14.27,20.62,87.82
lda,early_vs_late_stage,energy,30,,80.0,65.93,69.87,68.33,46.67
lda,ptc_vs_mibc,energy,30,,58.08,51.3,55.33,55.91,25.71
dt,cancer_invasion,energy,30,average_best_absolute_distance_results,72.31,68.87,71.7,69.39,61.0
dt,cancer_stage,energy,30,average_best_absolute_distance_results,29.92,25.67,28.56,28.76,86.49
dt,early_vs_late_stage,energy,30,average_best_absolute_distance_results,75.38,63.89,68.79,63.0,40.0
dt,ptc_vs_mibc,energy,30,average_best_absolute_distance_results,59.33,58.77,60.28,59.66,65.71
rf,cancer_invasion,energy,30,average_best_absolute_distance_results,75.38,73.05,75.45,73.14,66.0
rf,cancer_stage,energy,30,average_best_absolute_distance_results,27.9,26.57,28.77,28.17,85.58
rf,early_vs_late_stage,energy,30,average_best_absolute_distance_results,69.23,62.15,63.58,63.67,53.33
rf,ptc_vs_mibc,energy,30,average_best_absolute_distance_results,63.25,62.48,63.78,62.92,60.0
lda,cancer_invasion,energy,30,average_best_absolute_distance_results,73.85,68.77,73.6,68.39,49.0
lda,cancer_stage,energy,30,average_best_absolute_distance_results,33.99,8.93,6.25,15.8,83.39
lda,early_vs_late_stage,energy,30,average_best_absolute_distance_results,76.92,58.31,58.8,59.33,26.67
lda,ptc_vs_mibc,energy,30,average_best_absolute_distance_results,56.67,46.06,50.88,53.71,17.14
dt,cancer_invasion,energy,30,average_generation_absolute_distance_results,76.92,73.54,75.99,73.89,65.0
dt,cancer_stage,energy,30,average_generation_absolute_distance_results,18.84,17.22,20.95,23.48,87.22
dt,early_vs_late_stage,energy,30,average_generation_absolute_distance_results,67.69,60.23,61.09,62.67,53.33
dt,ptc_vs_mibc,energy,30,average_generation_absolute_distance_results,65.83,63.95,66.98,64.78,54.29
rf,cancer_invasion,energy,30,average_generation_absolute_distance_results,75.38,72.32,72.68,72.78,65.0
rf,cancer_stage,energy,30,average_generation_absolute_distance_results,22.96,17.72,23.96,20.54,86.04
rf,early_vs_late_stage,energy,30,average_generation_absolute_distance_results,72.31,63.03,65.0,63.33,46.67
rf,ptc_vs_mibc,energy,30,average_generation_absolute_distance_results,64.75,61.66,62.2,63.67,54.29
lda,cancer_invasion,energy,30,average_generation_absolute_distance_results,70.77,60.91,76.55,62.14,29.0
lda,cancer_stage,energy,30,average_generation_absolute_distance_results,35.0,9.9,9.92,15.44,83.69
lda,early_vs_late_stage,energy,30,average_generation_absolute_distance_results,76.92,55.39,58.23,57.0,20.0
lda,ptc_vs_mibc,energy,30,average_generation_absolute_distance_results,52.67,34.49,26.67,48.89,0.0
dt,cancer_invasion,energy,30,average_mean_absolute_distance_results,72.31,67.71,69.97,67.78,50.0
dt,cancer_stage,energy,30,average_mean_absolute_distance_results,25.01,18.13,18.69,23.04,85.63
dt,early_vs_late_stage,energy,30,average_mean_absolute_distance_results,73.85,66.0,67.34,66.67,53.33
dt,ptc_vs_mibc,energy,30,average_mean_absolute_distance_results,67.17,66.56,69.28,67.52,71.43
rf,cancer_invasion,energy,30,average_mean_absolute_distance_results,72.31,67.71,69.97,67.78,50.0
rf,cancer_stage,energy,30,average_mean_absolute_distance_results,21.95,17.78,18.5,21.49,85.27
rf,early_vs_late_stage,energy,30,average_mean_absolute_distance_results,73.85,66.0,67.34,66.67,53.33
rf,ptc_vs_mibc,energy,30,average_mean_absolute_distance_results,64.5,64.02,65.33,64.35,62.86
lda,cancer_invasion,energy,30,average_mean_absolute_distance_results,64.62,49.57,54.52,54.39,16.0
lda,cancer_stage,energy,30,average_mean_absolute_distance_results,32.06,7.66,5.46,13.29,83.05
lda,early_vs_late_stage,energy,30,average_mean_absolute_distance_results,73.85,42.45,38.08,48.0,0.0
lda,ptc_vs_mibc,energy,30,average_mean_absolute_distance_results,52.58,34.43,26.62,48.75,0.0
dt,cancer_invasion,energy,40,,70.77,67.54,73.6,68.75,65.0
dt,cancer_stage,energy,40,,23.95,19.16,20.42,21.7,84.61
dt,early_vs_late_stage,energy,40,,70.77,66.8,68.43,74.0,80.0
dt,ptc_vs_mibc,energy,40,,60.5,59.54,61.87,61.23,68.57
rf,cancer_invasion,energy,40,,69.23,65.65,66.53,65.53,53.0
rf,cancer_stage,energy,40,,30.01,23.3,24.82,25.34,87.94
rf,early_vs_late_stage,energy,40,,72.31,67.03,67.2,72.67,73.33
rf,ptc_vs_mibc,energy,40,,58.92,57.7,58.93,58.49,51.43
lda,cancer_invasion,energy,40,,73.85,68.29,74.14,68.25,49.0
lda,cancer_stage,energy,40,,21.09,15.19,14.27,20.62,87.82
lda,early_vs_late_stage,energy,40,,80.0,65.93,69.87,68.33,46.67
lda,ptc_vs_mibc,energy,40,,58.08,51.3,55.33,55.91,25.71
dt,cancer_invasion,energy,40,average_best_absolute_distance_results,73.85,72.52,75.64,74.94,76.0
dt,cancer_stage,energy,40,average_best_absolute_distance_results,25.97,22.62,26.6,29.91,86.43
dt,early_vs_late_stage,energy,40,average_best_absolute_distance_results,64.62,58.27,60.91,63.0,60.0
dt,ptc_vs_mibc,energy,40,average_best_absolute_distance_results,61.92,60.4,62.23,61.17,54.29
rf,cancer_invasion,energy,40,average_best_absolute_distance_results,76.92,75.36,77.8,77.17,76.0
rf,cancer_stage,energy,40,average_best_absolute_distance_results,31.05,23.24,21.04,27.8,86.54
rf,early_vs_late_stage,energy,40,average_best_absolute_distance_results,69.23,62.57,63.4,66.0,60.0
rf,ptc_vs_mibc,energy,40,average_best_absolute_distance_results,61.75,60.49,65.12,62.06,68.57
lda,cancer_invasion,energy,40,average_best_absolute_distance_results,73.85,68.77,73.6,68.39,49.0
lda,cancer_stage,energy,40,average_best_absolute_distance_results,35.06,8.63,6.99,14.45,83.95
lda,early_vs_late_stage,energy,40,average_best_absolute_distance_results,73.85,49.89,51.5,52.67,13.33
lda,ptc_vs_mibc,energy,40,average_best_absolute_distance_results,53.92,36.96,32.01,50.18,2.86
dt,cancer_invasion,energy,40,average_generation_absolute_distance_results,69.23,66.99,67.73,67.67,62.0
dt,cancer_stage,energy,40,average_generation_absolute_distance_results,27.01,19.93,23.63,20.38,86.4
dt,early_vs_late_stage,energy,40,average_generation_absolute_distance_results,55.38,53.43,61.11,64.0,80.0
dt,ptc_vs_mibc,energy,40,average_generation_absolute_distance_results,69.58,69.23,72.31,70.42,80.0
rf,cancer_invasion,energy,40,average_generation_absolute_distance_results,67.69,65.89,66.71,66.92,63.0
rf,cancer_stage,energy,40,average_generation_absolute_distance_results,27.99,17.98,21.1,18.51,86.21
rf,early_vs_late_stage,energy,40,average_generation_absolute_distance_results,63.08,58.43,60.95,64.33,66.67
rf,ptc_vs_mibc,energy,40,average_generation_absolute_distance_results,69.67,69.26,71.9,70.24,77.14
lda,cancer_invasion,energy,40,average_generation_absolute_distance_results,70.77,62.98,63.15,65.03,42.0
lda,cancer_stage,energy,40,average_generation_absolute_distance_results,35.03,10.42,8.2,16.47,84.07
lda,early_vs_late_stage,energy,40,average_generation_absolute_distance_results,76.92,55.39,58.23,57.0,20.0
lda,ptc_vs_mibc,energy,40,average_generation_absolute_distance_results,51.25,35.77,31.34,47.68,2.86
dt,cancer_invasion,energy,40,average_mean_absolute_distance_results,72.31,67.71,69.97,67.78,50.0
dt,cancer_stage,energy,40,average_mean_absolute_distance_results,18.98,18.13,22.12,21.54,85.35
dt,early_vs_late_stage,energy,40,average_mean_absolute_distance_results,75.38,68.8,69.9,70.0,60.0
dt,ptc_vs_mibc,energy,40,average_mean_absolute_distance_results,63.17,62.32,63.3,62.78,60.0
rf,cancer_invasion,energy,40,average_mean_absolute_distance_results,72.31,69.36,70.24,69.28,58.0
rf,cancer_stage,energy,40,average_mean_absolute_distance_results,22.96,16.32,16.36,19.16,86.05
rf,early_vs_late_stage,energy,40,average_mean_absolute_distance_results,73.85,67.52,69.05,69.0,60.0
rf,ptc_vs_mibc,energy,40,average_mean_absolute_distance_results,64.5,63.38,65.28,64.21,62.86
lda,cancer_invasion,energy,40,average_mean_absolute_distance_results,66.15,50.14,54.77,55.5,16.0
lda,cancer_stage,energy,40,average_mean_absolute_distance_results,32.06,7.6,5.43,13.29,82.97
lda,early_vs_late_stage,energy,40,average_mean_absolute_distance_results,75.38,46.84,43.76,51.33,6.67
lda,ptc_vs_mibc,energy,40,average_mean_absolute_distance_results,53.92,36.96,32.01,50.18,2.86
dt,cancer_invasion,energy,50,,70.77,67.54,73.6,68.75,65.0
dt,cancer_stage,energy,50,,23.95,19.16,20.42,21.7,84.61
dt,early_vs_late_stage,energy,50,,70.77,66.8,68.43,74.0,80.0
dt,ptc_vs_mibc,energy,50,,60.5,59.54,61.87,61.23,68.57
rf,cancer_invasion,energy,50,,69.23,65.65,66.53,65.53,53.0
rf,cancer_stage,energy,50,,30.01,23.3,24.82,25.34,87.94
rf,early_vs_late_stage,energy,50,,72.31,67.03,67.2,72.67,73.33
rf,ptc_vs_mibc,energy,50,,58.92,57.7,58.93,58.49,51.43
lda,cancer_invasion,energy,50,,73.85,68.29,74.14,68.25,49.0
lda,cancer_stage,energy,50,,21.09,15.19,14.27,20.62,87.82
lda,early_vs_late_stage,energy,50,,80.0,65.93,69.87,68.33,46.67
lda,ptc_vs_mibc,energy,50,,58.08,51.3,55.33,55.91,25.71
dt,cancer_invasion,energy,50,average_best_absolute_distance_results,63.08,62.24,64.02,64.67,71.0
dt,cancer_stage,energy,50,average_best_absolute_distance_results,19.04,15.13,14.62,19.08,85.34
dt,early_vs_late_stage,energy,50,average_best_absolute_distance_results,67.69,62.61,64.11,67.33,66.67
dt,ptc_vs_mibc,energy,50,average_best_absolute_distance_results,61.75,60.86,63.52,62.52,71.43
rf,cancer_invasion,energy,50,average_best_absolute_distance_results,61.54,60.35,62.04,62.67,67.0
rf,cancer_stage,energy,50,average_best_absolute_distance_results,22.99,18.28,21.38,24.39,87.59
rf,early_vs_late_stage,energy,50,average_best_absolute_distance_results,64.62,59.83,61.62,65.33,66.67
rf,ptc_vs_mibc,energy,50,average_best_absolute_distance_results,59.08,58.73,60.37,59.31,60.0
lda,cancer_invasion,energy,50,average_best_absolute_distance_results,72.31,64.34,65.04,66.14,42.0
lda,cancer_stage,energy,50,average_best_absolute_distance_results,30.01,6.71,4.63,12.27,82.6
lda,early_vs_late_stage,energy,50,average_best_absolute_distance_results,76.92,55.39,58.23,57.0,20.0
lda,ptc_vs_mibc,energy,50,average_best_absolute_distance_results,53.92,42.8,47.2,50.85,11.43
dt,cancer_invasion,energy,50,average_generation_absolute_distance_results,60.0,59.87,65.74,65.19,84.0
dt,cancer_stage,energy,50,average_generation_absolute_distance_results,18.95,13.74,15.67,18.48,86.27
dt,early_vs_late_stage,energy,50,average_generation_absolute_distance_results,55.38,52.18,59.25,61.67,73.33
dt,ptc_vs_mibc,energy,50,average_generation_absolute_distance_results,64.33,63.93,65.51,64.88,71.43
rf,cancer_invasion,energy,50,average_generation_absolute_distance_results,61.54,60.35,62.04,62.67,67.0
rf,cancer_stage,energy,50,average_generation_absolute_distance_results,21.0,13.29,14.34,13.16,84.27
rf,early_vs_late_stage,energy,50,average_generation_absolute_distance_results,53.85,49.08,55.08,56.0,60.0
rf,ptc_vs_mibc,energy,50,average_generation_absolute_distance_results,63.08,61.98,65.98,63.63,71.43
lda,cancer_invasion,energy,50,average_generation_absolute_distance_results,67.69,57.2,56.74,60.03,32.0
lda,cancer_stage,energy,50,average_generation_absolute_distance_results,31.05,9.39,7.11,14.97,83.19
lda,early_vs_late_stage,energy,50,average_generation_absolute_distance_results,73.85,42.45,38.08,48.0,0.0
lda,ptc_vs_mibc,energy,50,average_generation_absolute_distance_results,53.92,36.96,32.01,50.18,2.86
dt,cancer_invasion,energy,50,average_mean_absolute_distance_results,70.77,67.58,68.5,67.28,54.0
dt,cancer_stage,energy,50,average_mean_absolute_distance_results,19.96,18.07,19.73,23.0,86.47
dt,early_vs_late_stage,energy,50,average_mean_absolute_distance_results,66.15,60.44,61.09,64.0,60.0
dt,ptc_vs_mibc,energy,50,average_mean_absolute_distance_results,60.58,58.77,63.68,60.42,60.0
rf,cancer_invasion,energy,50,average_mean_absolute_distance_results,69.23,66.49,67.27,66.78,58.0
rf,cancer_stage,energy,50,average_mean_absolute_distance_results,22.94,18.06,23.54,21.81,86.88
rf,early_vs_late_stage,energy,50,average_mean_absolute_distance_results,70.77,63.87,65.87,64.67,53.33
rf,ptc_vs_mibc,energy,50,average_mean_absolute_distance_results,63.17,62.16,65.35,63.13,65.71
lda,cancer_invasion,energy,50,average_mean_absolute_distance_results,63.08,48.96,54.21,53.28,16.0
lda,cancer_stage,energy,50,average_mean_absolute_distance_results,32.06,7.67,5.58,13.29,83.03
lda,early_vs_late_stage,energy,50,average_mean_absolute_distance_results,73.85,42.45,38.08,48.0,0.0
lda,ptc_vs_mibc,energy,50,average_mean_absolute_distance_results,53.92,36.96,32.01,50.18,2.86
dt,cancer_invasion,homogeneity,10,,76.92,75.26,75.41,76.03,74.0
dt,cancer_stage,homogeneity,10,,27.99,19.09,20.2,18.96,86.06
dt,early_vs_late_stage,homogeneity,10,,76.92,68.27,68.68,68.67,53.33
dt,ptc_vs_mibc,homogeneity,10,,61.92,61.25,64.02,62.8,71.43
rf,cancer_invasion,homogeneity,10,,73.85,70.4,73.71,70.03,57.0
rf,cancer_stage,homogeneity,10,,36.99,22.75,21.47,25.25,86.37
rf,early_vs_late_stage,homogeneity,10,,81.54,73.69,77.44,74.0,60.0
rf,ptc_vs_mibc,homogeneity,10,,59.33,57.99,59.66,59.05,51.43
lda,cancer_invasion,homogeneity,10,,60.0,47.34,44.8,52.0,24.0
lda,cancer_stage,homogeneity,10,,25.94,15.02,16.85,14.74,85.14
lda,early_vs_late_stage,homogeneity,10,,69.23,51.04,50.62,52.0,20.0
lda,ptc_vs_mibc,homogeneity,10,,60.67,58.84,63.21,60.12,48.57
dt,cancer_invasion,homogeneity,10,average_best_absolute_distance_results,58.46,56.47,58.39,58.31,58.0
dt,cancer_stage,homogeneity,10,average_best_absolute_distance_results,21.09,18.51,22.34,19.03,84.9
dt,early_vs_late_stage,homogeneity,10,average_best_absolute_distance_results,60.0,55.69,59.52,62.33,66.67
dt,ptc_vs_mibc,homogeneity,10,average_best_absolute_distance_results,59.25,56.66,60.07,58.06,40.0
rf,cancer_invasion,homogeneity,10,average_best_absolute_distance_results,67.69,63.01,64.99,63.39,49.0
rf,cancer_stage,homogeneity,10,average_best_absolute_distance_results,23.14,18.54,20.96,18.27,84.96
rf,early_vs_late_stage,homogeneity,10,average_best_absolute_distance_results,64.62,55.73,57.44,56.0,40.0
rf,ptc_vs_mibc,homogeneity,10,average_best_absolute_distance_results,61.92,60.18,62.81,61.09,48.57
lda,cancer_invasion,homogeneity,10,average_best_absolute_distance_results,63.08,38.66,31.54,50.0,0.0
lda,cancer_stage,homogeneity,10,average_best_absolute_distance_results,33.01,7.26,4.97,13.49,83.05
lda,early_vs_late_stage,homogeneity,10,average_best_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,homogeneity,10,average_best_absolute_distance_results,52.58,36.6,36.62,48.93,2.86
dt,cancer_invasion,homogeneity,10,average_generation_absolute_distance_results,58.46,57.15,58.12,58.81,59.0
dt,cancer_stage,homogeneity,10,average_generation_absolute_distance_results,26.95,21.04,21.48,24.27,85.33
dt,early_vs_late_stage,homogeneity,10,average_generation_absolute_distance_results,69.23,60.96,61.92,63.67,53.33
dt,ptc_vs_mibc,homogeneity,10,average_generation_absolute_distance_results,57.83,57.16,57.87,57.52,51.43
rf,cancer_invasion,homogeneity,10,average_generation_absolute_distance_results,61.54,55.47,55.26,57.39,42.0
rf,cancer_stage,homogeneity,10,average_generation_absolute_distance_results,23.98,18.11,18.04,20.54,85.34
rf,early_vs_late_stage,homogeneity,10,average_generation_absolute_distance_results,63.08,58.43,64.21,66.67,73.33
rf,ptc_vs_mibc,homogeneity,10,average_generation_absolute_distance_results,59.08,58.12,59.48,58.35,51.43
lda,cancer_invasion,homogeneity,10,average_generation_absolute_distance_results,63.08,38.66,31.54,50.0,0.0
lda,cancer_stage,homogeneity,10,average_generation_absolute_distance_results,33.01,8.91,7.46,14.05,83.2
lda,early_vs_late_stage,homogeneity,10,average_generation_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,homogeneity,10,average_generation_absolute_distance_results,55.17,52.62,55.71,53.71,37.14
dt,cancer_invasion,homogeneity,10,average_mean_absolute_distance_results,61.54,59.61,61.19,60.94,58.0
dt,cancer_stage,homogeneity,10,average_mean_absolute_distance_results,23.95,20.57,22.93,20.78,85.31
dt,early_vs_late_stage,homogeneity,10,average_mean_absolute_distance_results,69.23,61.42,63.02,66.0,60.0
dt,ptc_vs_mibc,homogeneity,10,average_mean_absolute_distance_results,65.83,65.53,66.42,66.09,68.57
rf,cancer_invasion,homogeneity,10,average_mean_absolute_distance_results,66.15,63.38,67.2,63.94,54.0
rf,cancer_stage,homogeneity,10,average_mean_absolute_distance_results,22.91,19.65,22.18,19.39,85.16
rf,early_vs_late_stage,homogeneity,10,average_mean_absolute_distance_results,76.92,62.57,66.35,64.0,40.0
rf,ptc_vs_mibc,homogeneity,10,average_mean_absolute_distance_results,69.83,69.53,70.22,69.66,65.71
lda,cancer_invasion,homogeneity,10,average_mean_absolute_distance_results,63.08,38.66,31.54,50.0,0.0
lda,cancer_stage,homogeneity,10,average_mean_absolute_distance_results,36.04,8.45,6.76,14.88,83.68
lda,early_vs_late_stage,homogeneity,10,average_mean_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,homogeneity,10,average_mean_absolute_distance_results,45.92,38.33,39.88,43.53,14.29
dt,cancer_invasion,homogeneity,20,,76.92,75.26,75.41,76.03,74.0
dt,cancer_stage,homogeneity,20,,27.99,19.09,20.2,18.96,86.06
dt,early_vs_late_stage,homogeneity,20,,76.92,68.27,68.68,68.67,53.33
dt,ptc_vs_mibc,homogeneity,20,,61.92,61.25,64.02,62.8,71.43
rf,cancer_invasion,homogeneity,20,,73.85,70.4,73.71,70.03,57.0
rf,cancer_stage,homogeneity,20,,36.99,22.75,21.47,25.25,86.37
rf,early_vs_late_stage,homogeneity,20,,81.54,73.69,77.44,74.0,60.0
rf,ptc_vs_mibc,homogeneity,20,,59.33,57.99,59.66,59.05,51.43
lda,cancer_invasion,homogeneity,20,,60.0,47.34,44.8,52.0,24.0
lda,cancer_stage,homogeneity,20,,25.94,15.02,16.85,14.74,85.14
lda,early_vs_late_stage,homogeneity,20,,69.23,51.04,50.62,52.0,20.0
lda,ptc_vs_mibc,homogeneity,20,,60.67,58.84,63.21,60.12,48.57
dt,cancer_invasion,homogeneity,20,average_best_absolute_distance_results,53.85,51.0,53.35,52.94,47.0
dt,cancer_stage,homogeneity,20,average_best_absolute_distance_results,24.96,20.85,29.25,24.55,89.13
dt,early_vs_late_stage,homogeneity,20,average_best_absolute_distance_results,58.46,52.48,55.14,56.67,53.33
dt,ptc_vs_mibc,homogeneity,20,average_best_absolute_distance_results,73.42,73.13,73.71,73.53,74.29
rf,cancer_invasion,homogeneity,20,average_best_absolute_distance_results,58.46,54.35,55.9,55.31,42.0
rf,cancer_stage,homogeneity,20,average_best_absolute_distance_results,30.01,23.32,27.16,28.08,86.62
rf,early_vs_late_stage,homogeneity,20,average_best_absolute_distance_results,58.46,49.65,55.71,49.67,33.33
rf,ptc_vs_mibc,homogeneity,20,average_best_absolute_distance_results,74.83,73.98,76.05,74.56,68.57
lda,cancer_invasion,homogeneity,20,average_best_absolute_distance_results,63.08,38.66,31.54,50.0,0.0
lda,cancer_stage,homogeneity,20,average_best_absolute_distance_results,35.03,11.43,9.62,15.57,83.95
lda,early_vs_late_stage,homogeneity,20,average_best_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,homogeneity,20,average_best_absolute_distance_results,65.67,63.12,70.22,65.2,54.29
dt,cancer_invasion,homogeneity,20,average_generation_absolute_distance_results,47.69,43.08,45.4,44.58,30.0
dt,cancer_stage,homogeneity,20,average_generation_absolute_distance_results,15.92,11.24,11.35,14.25,86.1
dt,early_vs_late_stage,homogeneity,20,average_generation_absolute_distance_results,58.46,53.54,57.14,59.0,60.0
dt,ptc_vs_mibc,homogeneity,20,average_generation_absolute_distance_results,64.5,63.71,65.73,64.35,62.86
rf,cancer_invasion,homogeneity,20,average_generation_absolute_distance_results,50.77,43.69,48.47,45.56,25.0
rf,cancer_stage,homogeneity,20,average_generation_absolute_distance_results,21.93,10.94,11.3,12.72,86.19
rf,early_vs_late_stage,homogeneity,20,average_generation_absolute_distance_results,69.23,52.66,51.37,54.33,26.67
rf,ptc_vs_mibc,homogeneity,20,average_generation_absolute_distance_results,64.42,63.93,65.73,65.02,71.43
lda,cancer_invasion,homogeneity,20,average_generation_absolute_distance_results,63.08,38.66,31.54,50.0,0.0
lda,cancer_stage,homogeneity,20,average_generation_absolute_distance_results,38.03,12.65,12.11,17.06,84.5
lda,early_vs_late_stage,homogeneity,20,average_generation_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,homogeneity,20,average_generation_absolute_distance_results,55.17,52.62,55.71,53.71,37.14
dt,cancer_invasion,homogeneity,20,average_mean_absolute_distance_results,60.0,54.86,57.03,55.31,37.0
dt,cancer_stage,homogeneity,20,average_mean_absolute_distance_results,16.96,16.3,21.48,19.6,85.74
dt,early_vs_late_stage,homogeneity,20,average_mean_absolute_distance_results,55.38,47.03,50.16,52.33,46.67
dt,ptc_vs_mibc,homogeneity,20,average_mean_absolute_distance_results,60.58,59.42,62.53,60.87,62.86
rf,cancer_invasion,homogeneity,20,average_mean_absolute_distance_results,61.54,55.69,59.83,55.67,33.0
rf,cancer_stage,homogeneity,20,average_mean_absolute_distance_results,16.99,13.89,16.24,15.67,84.73
rf,early_vs_late_stage,homogeneity,20,average_mean_absolute_distance_results,63.08,53.74,55.51,55.0,40.0
rf,ptc_vs_mibc,homogeneity,20,average_mean_absolute_distance_results,64.58,64.07,65.04,64.62,62.86
lda,cancer_invasion,homogeneity,20,average_mean_absolute_distance_results,63.08,38.66,31.54,50.0,0.0
lda,cancer_stage,homogeneity,20,average_mean_absolute_distance_results,35.03,9.15,8.28,14.68,83.71
lda,early_vs_late_stage,homogeneity,20,average_mean_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,homogeneity,20,average_mean_absolute_distance_results,51.33,37.76,39.71,48.0,5.71
dt,cancer_invasion,homogeneity,30,,76.92,75.26,75.41,76.03,74.0
dt,cancer_stage,homogeneity,30,,27.99,19.09,20.2,18.96,86.06
dt,early_vs_late_stage,homogeneity,30,,76.92,68.27,68.68,68.67,53.33
dt,ptc_vs_mibc,homogeneity,30,,61.92,61.25,64.02,62.8,71.43
rf,cancer_invasion,homogeneity,30,,73.85,70.4,73.71,70.03,57.0
rf,cancer_stage,homogeneity,30,,36.99,22.75,21.47,25.25,86.37
rf,early_vs_late_stage,homogeneity,30,,81.54,73.69,77.44,74.0,60.0
rf,ptc_vs_mibc,homogeneity,30,,59.33,57.99,59.66,59.05,51.43
lda,cancer_invasion,homogeneity,30,,60.0,47.34,44.8,52.0,24.0
lda,cancer_stage,homogeneity,30,,25.94,15.02,16.85,14.74,85.14
lda,early_vs_late_stage,homogeneity,30,,69.23,51.04,50.62,52.0,20.0
lda,ptc_vs_mibc,homogeneity,30,,60.67,58.84,63.21,60.12,48.57
dt,cancer_invasion,homogeneity,30,average_best_absolute_distance_results,55.38,53.41,55.39,56.17,59.0
dt,cancer_stage,homogeneity,30,average_best_absolute_distance_results,22.99,15.41,17.61,16.97,87.1
dt,early_vs_late_stage,homogeneity,30,average_best_absolute_distance_results,63.08,56.74,60.13,59.67,53.33
dt,ptc_vs_mibc,homogeneity,30,average_best_absolute_distance_results,50.17,47.58,49.41,49.84,48.57
rf,cancer_invasion,homogeneity,30,average_best_absolute_distance_results,60.0,53.86,55.32,55.03,37.0
rf,cancer_stage,homogeneity,30,average_best_absolute_distance_results,26.0,16.85,16.86,19.67,85.26
rf,early_vs_late_stage,homogeneity,30,average_best_absolute_distance_results,64.62,59.36,62.03,63.0,60.0
rf,ptc_vs_mibc,homogeneity,30,average_best_absolute_distance_results,59.17,58.2,60.94,59.44,60.0
lda,cancer_invasion,homogeneity,30,average_best_absolute_distance_results,63.08,38.66,31.54,50.0,0.0
lda,cancer_stage,homogeneity,30,average_best_absolute_distance_results,37.02,11.28,9.12,16.2,84.45
lda,early_vs_late_stage,homogeneity,30,average_best_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,homogeneity,30,average_best_absolute_distance_results,55.5,51.89,57.75,53.77,31.43
dt,cancer_invasion,homogeneity,30,average_generation_absolute_distance_results,58.46,56.67,58.06,58.17,58.0
dt,cancer_stage,homogeneity,30,average_generation_absolute_distance_results,25.91,19.27,20.92,22.45,86.4
dt,early_vs_late_stage,homogeneity,30,average_generation_absolute_distance_results,78.46,60.5,65.57,60.33,26.67
dt,ptc_vs_mibc,homogeneity,30,average_generation_absolute_distance_results,61.75,60.05,63.32,60.67,48.57
rf,cancer_invasion,homogeneity,30,average_generation_absolute_distance_results,63.08,58.19,66.16,59.5,49.0
rf,cancer_stage,homogeneity,30,average_generation_absolute_distance_results,20.92,18.29,24.42,23.96,85.74
rf,early_vs_late_stage,homogeneity,30,average_generation_absolute_distance_results,67.69,52.72,53.64,53.33,26.67
rf,ptc_vs_mibc,homogeneity,30,average_generation_absolute_distance_results,64.42,63.84,64.42,64.03,60.0
lda,cancer_invasion,homogeneity,30,average_generation_absolute_distance_results,63.08,38.66,31.54,50.0,0.0
lda,cancer_stage,homogeneity,30,average_generation_absolute_distance_results,39.04,12.92,10.9,17.66,84.97
lda,early_vs_late_stage,homogeneity,30,average_generation_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,homogeneity,30,average_generation_absolute_distance_results,64.33,63.91,64.68,64.03,60.0
dt,cancer_invasion,homogeneity,30,average_mean_absolute_distance_results,52.31,48.82,52.33,50.58,42.0
dt,cancer_stage,homogeneity,30,average_mean_absolute_distance_results,27.99,15.14,15.24,18.27,86.65
dt,early_vs_late_stage,homogeneity,30,average_mean_absolute_distance_results,70.77,60.49,59.92,62.33,46.67
dt,ptc_vs_mibc,homogeneity,30,average_mean_absolute_distance_results,64.42,63.82,64.67,64.21,62.86
rf,cancer_invasion,homogeneity,30,average_mean_absolute_distance_results,50.77,47.98,50.22,49.33,42.0
rf,cancer_stage,homogeneity,30,average_mean_absolute_distance_results,21.03,15.41,14.69,21.33,86.14
rf,early_vs_late_stage,homogeneity,30,average_mean_absolute_distance_results,67.69,58.1,58.56,58.0,40.0
rf,ptc_vs_mibc,homogeneity,30,average_mean_absolute_distance_results,68.25,67.99,68.37,68.13,65.71
lda,cancer_invasion,homogeneity,30,average_mean_absolute_distance_results,63.08,38.66,31.54,50.0,0.0
lda,cancer_stage,homogeneity,30,average_mean_absolute_distance_results,35.03,9.27,10.64,14.68,83.76
lda,early_vs_late_stage,homogeneity,30,average_mean_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,homogeneity,30,average_mean_absolute_distance_results,47.33,36.97,40.14,44.42,8.57
dt,cancer_invasion,homogeneity,40,,76.92,75.26,75.41,76.03,74.0
dt,cancer_stage,homogeneity,40,,27.99,19.09,20.2,18.96,86.06
dt,early_vs_late_stage,homogeneity,40,,76.92,68.27,68.68,68.67,53.33
